execution_id,start_time,end_time,duration_seconds,status,execution_type,triggered_by,environment,quality_score,health_status,total_errors,total_warnings,records_processed,records_failed
e11636c8-d02f-4208-a165-cb0f52dcbcdf,2026-02-18 01:49:34,,,running,manual,,development,,,0,0,0,0
37c87801-a675-42eb-96ce-8488813c1918,2026-02-18 00:34:31,2026-02-18 00:34:36,4.987,completed,manual,,development,95.65,healthy,1,2,0,0
7fa6b93e-f529-4622-9e95-aecd59681813,2026-02-18 00:34:22,2026-02-18 00:34:22,0.229,completed,manual,,development,95.65,healthy,1,1,0,0
f87b782a-b61e-4cee-b6c7-3c5b7b910496,2026-02-18 00:34:04,2026-02-18 00:34:13,8.991,completed,manual,,development,95.65,healthy,1,1,0,0
95d7dbbb-47bf-4bf5-9d62-f502497d30a8,2026-02-18 00:33:54,2026-02-18 00:33:55,0.540,completed,manual,,development,95.65,healthy,2,1,10000,0
3786db2d-ca5c-4b9a-87f9-8b4618edb7ec,2026-02-18 00:32:07,2026-02-18 00:32:33,25.730,completed,manual,,development,94.87,healthy,0,0,60000,0
5702134c-956c-409d-a2e7-db5303115e43,2026-02-18 00:29:31,2026-02-18 00:29:57,26.283,completed,manual,,development,93.59,healthy,0,0,60000,0
63eb1cb1-c594-44e8-8048-3994083319c9,2026-02-18 00:21:45,2026-02-18 00:22:54,69.705,completed,manual,,development,93.59,healthy,0,0,60000,0
2f2fd1ff-939e-401b-b1b3-1b6c58203c1b,2026-02-18 00:00:36,2026-02-18 00:00:41,5.136,completed,manual,,development,95.65,healthy,1,2,0,0
a7de70bb-27e3-4dd4-a243-86bfd571d043,2026-02-18 00:00:28,2026-02-18 00:00:28,0.184,completed,manual,,development,95.65,healthy,1,1,0,0
5e497d37-5968-4e95-896b-ef1c4550af79,2026-02-18 00:00:13,2026-02-18 00:00:21,7.634,completed,manual,,development,95.65,healthy,1,1,0,0
96a13b8d-2937-4511-bed3-1d1c5fb39249,2026-02-18 00:00:05,2026-02-18 00:00:06,0.521,completed,manual,,development,95.65,healthy,2,1,10000,0
b5787e45-c6c5-4060-b7f1-3100d762c396,2026-02-17 13:33:29,2026-02-17 13:33:34,5.138,completed,manual,,development,95.65,healthy,1,2,0,0
4256fb9e-5cfe-4e5d-b8fd-988e1c8bf401,2026-02-17 13:33:21,2026-02-17 13:33:22,0.329,completed,manual,,development,95.65,healthy,1,1,0,0
e88885f1-991b-453c-9ef1-6ec2a7c88c3b,2026-02-17 13:33:04,2026-02-17 13:33:13,9.107,completed,manual,,development,95.65,healthy,1,1,0,0
c9912dc7-ede3-43cb-ab66-b82b4bc0d139,2026-02-17 13:32:55,2026-02-17 13:32:55,0.422,completed,manual,,development,95.65,healthy,2,1,10000,0
1bfe0d67-28d3-494a-99dc-04556106a1e1,2026-02-17 13:31:32,2026-02-17 13:31:38,5.357,completed,manual,,development,95.65,healthy,1,2,0,0
8771dc98-e86d-4881-8b79-96a975163e9a,2026-02-17 13:31:25,2026-02-17 13:31:25,0.248,completed,manual,,development,95.65,healthy,1,1,0,0
7cbd6321-0a7b-4499-b104-6624d53c02b1,2026-02-17 13:31:07,2026-02-17 13:31:16,9.116,completed,manual,,development,95.65,healthy,1,1,0,0
493a9496-1b5a-43b9-81c1-49293124d01b,2026-02-17 13:30:58,2026-02-17 13:30:59,0.572,completed,manual,,development,95.65,healthy,2,1,10000,0
4c271e37-6c69-4a74-b1a9-0073162a4c1f,2026-02-17 13:29:24,2026-02-17 13:29:29,5.206,completed,manual,,development,95.65,healthy,1,2,0,0
2b8bedf1-0788-46e2-bd3a-2f4b443e7e9e,2026-02-17 13:29:17,2026-02-17 13:29:17,0.198,completed,manual,,development,95.65,healthy,1,1,0,0
9f672b46-a107-476c-899d-94e87129a9aa,2026-02-17 13:29:01,2026-02-17 13:29:09,7.664,completed,manual,,development,95.65,healthy,1,1,0,0
54451c14-05c2-476d-a487-5426e640ba15,2026-02-17 13:28:52,2026-02-17 13:28:53,0.413,completed,manual,,development,95.65,healthy,2,1,10000,0
a87a481f-ab16-40e8-bca1-cc924820eef0,2026-02-17 13:25:00,2026-02-17 13:25:06,5.920,completed,manual,,development,95.65,healthy,1,2,0,0
14a339fe-a231-43cf-b6d5-eb37bc74effb,2026-02-17 13:24:51,2026-02-17 13:24:52,0.230,completed,manual,,development,95.65,healthy,1,1,0,0
66e34e13-8883-4396-afc1-e2abb4e79d2e,2026-02-17 13:24:36,2026-02-17 13:24:44,7.370,completed,manual,,development,95.65,healthy,1,1,0,0
16e710b3-6842-4e58-8997-e8a2b5d32531,2026-02-17 13:24:28,2026-02-17 13:24:29,0.386,completed,manual,,development,95.65,healthy,2,1,10000,0
e18f9217-a490-4bdd-a17a-3f978a6e9bfc,2026-02-17 13:20:40,2026-02-17 13:20:45,5.011,completed,manual,,development,95.65,healthy,1,2,0,0
d1993e76-b010-4a30-a613-26d9aa2fa95b,2026-02-17 13:20:32,2026-02-17 13:20:32,0.253,completed,manual,,development,95.65,healthy,1,1,0,0
08656209-9460-4250-a21c-c2ef3f85140d,2026-02-17 13:20:16,2026-02-17 13:20:24,7.946,completed,manual,,development,95.65,healthy,1,1,0,0
438760a1-6f71-4994-8311-1ea812d3579a,2026-02-17 13:20:08,2026-02-17 13:20:09,0.511,completed,manual,,development,95.65,healthy,2,1,10000,0
38187f7b-3b86-4337-92ef-18d507f58025,2026-02-17 13:18:33,2026-02-17 13:18:39,5.436,completed,manual,,development,95.65,healthy,1,2,0,0
9b8e1765-6ae4-47ea-88f5-b397e41eec01,2026-02-17 13:18:25,2026-02-17 13:18:25,0.252,completed,manual,,development,95.65,healthy,1,1,0,0
da4f1975-1953-4079-9b44-16b903348b31,2026-02-17 13:18:08,2026-02-17 13:18:17,8.544,completed,manual,,development,95.65,healthy,1,1,0,0
99eea190-69ac-419e-8664-59ae96e90cc6,2026-02-17 13:17:59,2026-02-17 13:17:59,0.441,completed,manual,,development,93.48,healthy,2,1,10000,0
82fb827b-ad11-4878-89f9-a50d21404a12,2026-02-17 13:16:13,2026-02-17 13:16:39,25.417,completed,manual,,development,94.87,healthy,0,0,60000,0
0d302a6b-ea23-43b1-b8cd-a95e8125cd90,2026-02-17 13:13:25,2026-02-17 13:13:52,26.650,completed,manual,,development,94.87,healthy,0,0,60000,0
4f524026-f645-4510-8041-5d6703cda641,2026-02-17 13:12:19,2026-02-17 13:12:44,24.794,completed,manual,,development,93.59,healthy,0,0,60000,0
ddf6b571-72ef-4050-b63b-b8bdd7892622,2026-02-17 12:48:24,2026-02-17 12:48:54,29.342,completed,manual,,development,93.59,healthy,0,0,60000,0
f4be99ff-fb5e-4ff3-b618-301e38438bea,2026-02-17 00:08:33,2026-02-17 00:08:56,22.903,completed,manual,,development,94.87,healthy,0,0,60000,0
47321c3e-3ae0-433a-af5c-29f7543204a7,2026-02-17 00:04:56,2026-02-17 00:05:19,22.777,completed,manual,,development,94.87,healthy,0,0,60000,0
9b0e1a12-dc66-4fcc-957f-ed3ba3f806cd,2026-02-17 00:00:33,2026-02-17 00:00:39,5.243,completed,manual,,development,93.48,healthy,1,2,0,0
a30cbcc8-8a80-4c77-a478-145f011d27df,2026-02-17 00:00:27,2026-02-17 00:00:28,0.207,completed,manual,,development,93.48,healthy,1,1,0,0
47d95a46-c63b-4da2-ad4b-f6c7d4240ed7,2026-02-17 00:00:14,2026-02-17 00:00:21,7.382,completed,manual,,development,93.48,healthy,1,1,0,0
39c4e629-a85e-4ded-b362-7cad9ea60d39,2026-02-17 00:00:07,2026-02-17 00:00:07,0.390,completed,manual,,development,93.33,healthy,2,1,10000,0
10f5e912-e607-4888-9376-e4c42fc8a58b,2026-02-16 20:35:10,2026-02-16 20:35:33,22.566,completed,manual,,development,94.87,healthy,0,0,60000,0
11a2cd90-7aee-4dad-bcd8-8bb1f192ad0b,2026-02-16 20:32:01,2026-02-16 20:32:24,23.032,completed,manual,,development,94.81,healthy,0,0,60000,0
ea465a16-53cf-4092-8c60-071c98e308a7,2026-02-16 20:31:23,2026-02-16 20:31:46,22.890,completed,manual,,development,94.81,healthy,0,0,60000,0
193af9bf-2a7d-4878-8aaa-b4050e354b8a,2026-02-16 00:00:35,2026-02-16 00:00:39,4.525,completed,manual,,development,93.33,healthy,1,2,0,0
e6d05069-46b1-4ff5-a6cc-105fd805f731,2026-02-16 00:00:27,2026-02-16 00:00:28,0.181,completed,manual,,development,93.33,healthy,1,1,0,0
aef0bf21-5eae-42ae-b653-490104e24bc3,2026-02-16 00:00:14,2026-02-16 00:00:21,7.146,completed,manual,,development,93.33,healthy,1,1,0,0
a5c9ec15-d41f-404c-a7bb-85790a0ec128,2026-02-16 00:00:06,2026-02-16 00:00:07,0.390,completed,manual,,development,93.33,healthy,2,1,10000,0
0e6423dd-3d06-4b99-86e0-7a53a6e7ccc2,2026-02-15 23:11:50,2026-02-15 23:12:15,24.428,completed,manual,,development,93.51,healthy,0,0,60000,0
10e55ba3-b308-45dc-b536-54604eaff56e,2026-02-15 23:02:54,2026-02-15 23:03:20,25.855,completed,manual,,development,93.51,healthy,0,0,60000,0
c9ed57a2-7779-4835-b9f4-1ccbfdfd0215,2026-02-15 22:59:48,2026-02-15 23:00:16,27.478,completed,manual,,development,93.51,healthy,0,0,60000,0
f6dfe67f-4556-4de6-8bbe-1da5f3b7863e,2026-02-15 22:56:42,2026-02-15 22:57:08,26.013,completed,manual,,development,94.81,healthy,0,0,60000,0
e280a475-4bdd-496e-8048-15a6516e383c,2026-02-15 22:31:09,2026-02-15 22:31:34,24.985,completed,manual,,development,94.81,healthy,0,0,60000,0
4c2cbdcc-8189-4b94-ba0b-41bee8c5dab9,2026-02-15 22:28:12,2026-02-15 22:28:39,26.641,completed,manual,,development,96.10,healthy,0,0,60000,0
bf2bf069-0b35-425c-9e9e-f6280019c660,2026-02-15 20:53:20,2026-02-15 20:53:23,3.238,completed,manual,,development,93.33,healthy,1,2,0,0
330d80c4-25f2-488a-bc40-583856d026be,2026-02-15 20:53:15,2026-02-15 20:53:15,0.118,completed,manual,,development,93.33,healthy,1,1,0,0
43813210-3440-45f6-8b10-b4ac2d4d7b03,2026-02-15 20:53:05,2026-02-15 20:53:09,4.071,completed,manual,,development,93.33,healthy,1,1,0,0
82c962a7-e829-411a-bb11-4d82b511423d,2026-02-15 20:52:58,2026-02-15 20:52:59,0.308,completed,manual,,development,95.35,healthy,2,1,10000,0
22b99f59-7781-40a0-9532-d06d13cad033,2026-02-15 20:35:11,2026-02-15 20:35:26,14.815,completed,manual,,development,96.10,healthy,0,0,60000,0
